#jbar theta B
35 151.4 6.1174902
35 151.5 6.3166558
35 151.6 6.4807488
35 151.7 6.6073922
35 151.8 6.6947213
35 151.9 6.7414129
35 152.0 6.7467073
35 152.1 6.7104223
35 152.2 6.6329598
35 152.3 6.5153045
35 152.4 6.3590147
35 152.5 6.1662049
35 152.6 5.9395217
35 152.7 5.6821106
35 152.8 5.3975779
35 152.9 5.0899443
35 153.0 4.7635934
35 153.1 4.4232148
35 153.2 4.0737424
35 153.3 3.7202891
35 153.4 3.3680784
35 153.5 3.0223742
35 153.6 2.6884090
35 153.7 2.3713126
35 153.8 2.0760409
35 153.9 1.8073069
35 154.0 1.5695144
35 154.1 1.3666950
35 154.2 1.2024495
35 154.3 1.0798952
35 154.4 1.0016185
35 154.5 0.9696349
35 154.6 0.9853555
35 154.7 1.0495619
35 154.8 1.1623894
35 154.9 1.3233178
35 155.0 1.5311723
35 155.1 1.7841316
35 155.2 2.0797459
35 155.3 2.4149629
35 155.4 2.7861621
35 155.5 3.1891967
35 155.6 3.6194438
35 155.7 4.0718602
35 155.8 4.5410450
35 155.9 5.0213076
35 156.0 5.5067395
35 156.1 5.9912903
35 156.2 6.4688456
35 156.3 6.9333074
35 156.4 7.3786743
35 156.5 7.7991209
35 156.6 8.1890763
35 156.7 8.5432998
35 156.8 8.8569526
35 156.9 9.1256649
35 157.0 9.3455980
35 157.1 9.5134993
35 157.2 9.6267503
35 157.3 9.6834072
35 157.4 9.6822321
35 157.5 9.6227164
35 157.6 9.5050938
35 157.7 9.3303444
35 157.8 9.1001889
35 157.9 8.8170730
35 158.0 8.4841426
35 158.1 8.1052091
35 158.2 7.6847066
35 158.3 7.2276395
35 158.4 6.7395236
35 158.5 6.2263190
35 158.6 5.6943575
35 158.7 5.1502640
35 158.8 4.6008740
35 158.9 4.0531472
35 159.0 3.5140796
35 159.1 2.9906137
35 159.2 2.4895494
35 159.3 2.0174552
35 159.4 1.5805830
35 159.5 1.1847852
35 159.6 0.8354373
35 159.7 0.5373652
35 159.8 0.2947803
35 159.9 0.1112206
35 160.0 -0.0104983
35 160.1 -0.0683243
35 160.2 -0.0610000
35 160.3 0.0119160
35 160.4 0.1500392
35 160.5 0.3521581
35 160.6 0.6162457
35 160.7 0.9394802
35 160.8 1.3182769
35 160.9 1.7483298
35 161.0 2.2246632
35 161.1 2.7416915
35 161.2 3.2932882
35 161.3 3.8728619
35 161.4 4.4734383
35 161.5 5.0877487
35 161.6 5.7083219
35 161.7 6.3275797
35 161.8 6.9379346
35 161.9 7.5318872
35 162.0 8.1021246
35 162.1 8.6416153
35 162.2 9.1437021
35 162.3 9.6021905
35 162.4 10.0114313
35 162.5 10.3663965
35 162.6 10.6627484
35 162.7 10.8968991
35 162.8 11.0660610
35 162.9 11.1682878
35 163.0 11.2025034
35 163.1 11.1685211
35 163.2 11.0670505
35 163.3 10.8996930
35 163.4 10.6689254
35 163.5 10.3780726
35 163.6 10.0312686
35 163.7 9.6334066
35 163.8 9.1900796
35 163.9 8.7075108
35 164.0 8.1924758
35 164.1 7.6522170
35 164.2 7.0943514
35 164.3 6.5267729
35 164.4 5.9575509
35 164.5 5.3948251
35 164.6 4.8466998
35 164.7 4.3211368
35 164.8 3.8258513
35 164.9 3.3682082
35 165.0 2.9551245
35 165.1 2.5929752
35 165.2 2.2875072
35 165.3 2.0437595
35 165.4 1.8659936
35 165.5 1.7576324
35 165.6 1.7212106
35 165.7 1.7583360
35 165.8 1.8696627
35 165.9 2.0548769
35 166.0 2.3126951
35 166.1 2.6408751
35 166.2 3.0362394
35 166.3 3.4947118
35 166.4 4.0113648
35 166.5 4.5804800
35 166.6 5.1956178
35 166.7 5.8496980
35 166.8 6.5350893
35 166.9 7.2437064
35 167.0 7.9671137
35 167.1 8.6966347
35 167.2 9.4234649
35 167.3 10.1387876
35 167.4 10.8338906
35 167.5 11.5002822
35 167.6 12.1298051
35 167.7 12.7147475
35 167.8 13.2479479
35 167.9 13.7228949
35 168.0 14.1338181
35 168.1 14.4757705
35 168.2 14.7447006
35 168.3 14.9375136
35 168.4 15.0521198
35 168.5 15.0874708
35 168.6 15.0435824
35 168.7 14.9215431
35 168.8 14.7235093
35 168.9 14.4526858
35 169.0 14.1132926
35 169.1 13.7105186
35 169.2 13.2504612
35 169.3 12.7400545
35 169.4 12.1869851
35 169.5 11.5995974
35 169.6 10.9867903
35 169.7 10.3579044
35 169.8 9.7226034
35 169.9 9.0907497
35 170.0 8.4722767
35 170.1 7.8770583
35 170.2 7.3147789
35 170.3 6.7948039
35 170.4 6.3260536
35 170.5 5.9168817
35 170.6 5.5749601
35 170.7 5.3071713
35 170.8 5.1195107
35 170.9 5.0169988
35 171.0 5.0036062
35 171.1 5.0821911
35 171.2 5.2544511
35 171.3 5.5208892
35 171.4 5.8807964
35 171.5 6.3322486
35 171.6 6.8721207
35 171.7 7.4961161
35 171.8 8.1988120
35 171.9 8.9737202
35 172.0 9.8133630
35 172.1 10.7093623
35 172.2 11.6525425
35 172.3 12.6330452
35 172.4 13.6404532
35 172.5 14.6639256
35 172.6 15.6923383
35 172.7 16.7144316
35 172.8 17.7189612
35 172.9 18.6948509
35 173.0 19.6313463
35 173.1 20.5181657
35 173.2 21.3456478
35 173.3 22.1048937
35 173.4 22.7879007
35 173.5 23.3876879
35 173.6 23.8984094
35 173.7 24.3154557
35 173.8 24.6355409
35 173.9 24.8567741
35 174.0 24.9787148
35 174.1 25.0024105
35 174.2 24.9304164
35 174.3 24.7667965
35 174.4 24.5171054
35 174.5 24.1883515
35 174.6 23.7889417
35 174.7 23.3286066
35 174.8 22.8183094
35 174.9 22.2701371
35 175.0 21.6971757
35 175.1 21.1133716
35 175.2 20.5333797
35 175.3 19.9723997
35 175.4 19.4460033
35 175.5 18.9699534
35 175.6 18.5600181
35 175.7 18.2317806
35 175.8 18.0004484
35 175.9 17.8806627
35 176.0 17.8863123
35 176.1 18.0303509
35 176.2 18.3246244
35 176.3 18.7797057
35 176.4 19.4047429
35 176.5 20.2073200
35 176.6 21.1933343
35 176.7 22.3668892
35 176.8 23.7302070
35 176.9 25.2835608
35 177.0 27.0252263
35 177.1 28.9514568
35 177.2 31.0564780
35 177.3 33.3325073
35 177.4 35.7697934
35 177.5 38.3566793
35 177.6 41.0796863
35 177.7 43.9236187
35 177.8 46.8716886
35 177.9 49.9056596
35 178.0 53.0060068
35 178.1 56.1520932
35 178.2 59.3223595
35 178.3 62.4945259
35 178.4 65.6458027
35 178.5 68.7531094
35 178.6 71.7932978
35 178.7 74.7433784
35 178.8 77.5807465
35 178.9 80.2834061
35 179.0 82.8301886
35 179.1 85.2009654
35 179.2 87.3768497
35 179.3 89.3403872
35 179.4 91.0757325
35 179.5 92.5688106
35 179.6 93.8074593
35 179.7 94.7815538
35 179.8 95.4831097
35 179.9 95.9063647
35 180.0 96.0478378
36 0.0 7629.6991029
36 0.1 7622.8143256
36 0.2 7602.1964234
36 0.3 7567.9544086
36 0.4 7520.2690485
36 0.5 7459.3914943
36 0.6 7385.6413796
36 0.7 7299.4044041
36 0.8 7201.1294264
36 0.9 7091.3250906
36 1.0 6970.5560179
36 1.1 6839.4385967
36 1.2 6698.6364101
36 1.3 6548.8553400
36 1.4 6390.8383930
36 1.5 6225.3602927
36 1.6 6053.2218866
36 1.7 5875.2444164
36 1.8 5692.2637017
36 1.9 5505.1242876
36 2.0 5314.6736054
36 2.1 5121.7561973
36 2.2 4927.2080527
36 2.3 4731.8511031
36 2.4 4536.4879214
36 2.5 4341.8966675
36 2.6 4148.8263199
36 2.7 3957.9922311
36 2.8 3770.0720387
36 2.9 3585.7019631
36 3.0 3405.4735160
36 3.1 3229.9306420
36 3.2 3059.5673097
36 3.3 2894.8255654
36 3.4 2736.0940566
36 3.5 2583.7070291
36 3.6 2437.9437967
36 3.7 2299.0286778
36 3.8 2167.1313890
36 3.9 2042.3678818
36 4.0 1924.8016038
36 4.1 1814.4451637
36 4.2 1711.2623739
36 4.3 1615.1706434
36 4.4 1526.0436890
36 4.5 1443.7145313
36 4.6 1367.9787415
36 4.7 1298.5978995
36 4.8 1235.3032265
36 4.9 1177.7993525
36 5.0 1125.7681783
36 5.1 1078.8727934
36 5.2 1036.7614105
36 5.3 999.0712768
36 5.4 965.4325266
36 5.5 935.4719390
36 5.6 908.8165663
36 5.7 885.0972028
36 5.8 863.9516632
36 5.9 845.0278464
36 6.0 827.9865603
36 6.1 812.5040863
36 6.2 798.2744690
36 6.3 785.0115159
36 6.4 772.4504971
36 6.5 760.3495391
36 6.6 748.4907087
36 6.7 736.6807887
36 6.8 724.7517465
36 6.9 712.5609053
36 7.0 699.9908255
36 7.1 686.9489099
36 7.2 673.3667478
36 7.3 659.1992161
36 7.4 644.4233561
36 7.5 629.0370493
36 7.6 613.0575139
36 7.7 596.5196480
36 7.8 579.4742432
36 7.9 561.9860963
36 8.0 544.1320444
36 8.1 525.9989506
36 8.2 507.6816657
36 8.3 489.2809914
36 8.4 470.9016702
36 8.5 452.6504247
36 8.6 434.6340692
36 8.7 416.9577131
36 8.8 399.7230752
36 8.9 383.0269257
36 9.0 366.9596710
36 9.1 351.6040912
36 9.2 337.0342441
36 9.3 323.3145399
36 9.4 310.4989937
36 9.5 298.6306582
36 9.6 287.7412374
36 9.7 277.8508781
36 9.8 268.9681380
36 9.9 261.0901208
36 10.0 254.2027739
36 10.1 248.2813352
36 10.2 243.2909210
36 10.3 239.1872396
36 10.4 235.9174172
36 10.5 233.4209220
36 10.6 231.6305687
36 10.7 230.4735886
36 10.8 229.8727476
36 10.9 229.7474948
36 11.0 230.0151258
36 11.1 230.5919440
36 11.2 231.3944030
36 11.3 232.3402153
36 11.4 233.3494141
36 11.5 234.3453529
36 11.6 235.2556316
36 11.7 236.0129396
36 11.8 236.5558039
36 11.9 236.8292374
36 12.0 236.7852786
36 12.1 236.3834197
36 12.2 235.5909202
36 12.3 234.3830031
36 12.4 232.7429361
36 12.5 230.6619988
36 12.6 228.1393385
36 12.7 225.1817215
36 12.8 221.8031837
36 12.9 218.0245899
36 13.0 213.8731092
36 13.1 209.3816158
36 13.2 204.5880265
36 13.3 199.5345841
36 13.4 194.2671001
36 13.5 188.8341660
36 13.6 183.2863465
36 13.7 177.6753667
36 13.8 172.0533025
36 13.9 166.4717890
36 14.0 160.9812536
36 14.1 155.6301881
36 14.2 150.4644648
36 14.3 145.5267095
36 14.4 140.8557356
36 14.5 136.4860472
36 14.6 132.4474167
36 14.7 128.7645414
36 14.8 125.4567806
36 14.9 122.5379778
36 15.0 120.0163655
36 15.1 117.8945546
36 15.2 116.1696060
36 15.3 114.8331803
36 15.4 113.8717640
36 15.5 113.2669656
36 15.6 112.9958761
36 15.7 113.0314889
36 15.8 113.3431697
36 15.9 113.8971702
36 16.0 114.6571764
36 16.1 115.5848845
36 16.2 116.6405931
36 16.3 117.7838054
36 16.4 118.9738311
36 16.5 120.1703797
36 16.6 121.3341372
36 16.7 122.4273181
36 16.8 123.4141845
36 16.9 124.2615270
36 17.0 124.9390998
36 17.1 125.4200054
36 17.2 125.6810239
36 17.3 125.7028833
36 17.4 125.4704681
36 17.5 124.9729643
36 17.6 124.2039397
36 17.7 123.1613590
36 17.8 121.8475362
36 17.9 120.2690237
36 18.0 118.4364434
36 18.1 116.3642604
36 18.2 114.0705065
36 18.3 111.5764553
36 18.4 108.9062569
36 18.5 106.0865365
36 18.6 103.1459639
36 18.7 100.1148004
36 18.8 97.0244299
36 18.9 93.9068812
36 19.0 90.7943489
36 19.1 87.7187186
36 19.2 84.7111051
36 19.3 81.8014077
36 19.4 79.0178908
36 19.5 76.3867939
36 19.6 73.9319770
36 19.7 71.6746056
36 19.8 69.6328794
36 19.9 67.8218079
36 20.0 66.2530348
36 20.1 64.9347144
36 20.2 63.8714395
36 20.3 63.0642218
36 20.4 62.5105245
36 20.5 62.2043456
36 20.6 62.1363491
36 20.7 62.2940441
36 20.8 62.6620052
36 20.9 63.2221330
36 21.0 63.9539491
36 21.1 64.8349220
36 21.2 65.8408169
36 21.3 66.9460664
36 21.4 68.1241544
36 21.5 69.3480095
36 21.6 70.5903998
36 21.7 71.8243260
36 21.8 73.0234048
36 21.9 74.1622390
36 22.0 75.2167683
36 22.1 76.1645963
36 22.2 76.9852892
36 22.3 77.6606422
36 22.4 78.1749107
36 22.5 78.5150031
36 22.6 78.6706326
36 22.7 78.6344269
36 22.8 78.4019949
36 22.9 77.9719495
36 23.0 77.3458865
36 23.1 76.5283216
36 23.2 75.5265861
36 23.3 74.3506829
36 23.4 73.0131068
36 23.5 71.5286307
36 23.6 69.9140617
36 23.7 68.1879717
36 23.8 66.3704052
36 23.9 64.4825703
36 24.0 62.5465165
36 24.1 60.5848042
36 24.2 58.6201718
36 24.3 56.6752032
36 24.4 54.7720030
36 24.5 52.9318814
36 24.6 51.1750552
36 24.7 49.5203679
36 24.8 47.9850331
36 24.9 46.5844045
36 25.0 45.3317754
36 25.1 44.2382104
36 25.2 43.3124115
36 25.3 42.5606193
36 25.4 41.9865514
36 25.5 41.5913776
36 25.6 41.3737325
36 25.7 41.3297638
36 25.8 41.4532171
36 25.9 41.7355530
36 26.0 42.1660971
36 26.1 42.7322179
36 26.2 43.4195320
36 26.3 44.2121312
36 26.4 45.0928301
36 26.5 46.0434283
36 26.6 47.0449850
36 26.7 48.0781007
36 26.8 49.1232028
36 26.9 50.1608304
36 27.0 51.1719140
36 27.1 52.1380466
36 27.2 53.0417426
36 27.3 53.8666798
36 27.4 54.5979230
36 27.5 55.2221236
36 27.6 55.7276958
36 27.7 56.1049639
36 27.8 56.3462815
36 27.9 56.4461194
36 28.0 56.4011223
36 28.1 56.2101332
36 28.2 55.8741859
36 28.3 55.3964659
36 28.4 54.7822404
36 28.5 54.0387592
36 28.6 53.1751275
36 28.7 52.2021535
36 28.8 51.1321730
36 28.9 49.9788533
36 29.0 48.7569800
36 29.1 47.4822299
36 29.2 46.1709331
36 29.3 44.8398283
36 29.4 43.5058139
36 29.5 42.1857003
36 29.6 40.8959653
36 29.7 39.6525166
36 29.8 38.4704653
36 29.9 37.3639127
36 30.0 36.3457546
36 30.1 35.4275035
36 30.2 34.6191344
36 30.3 33.9289526
36 30.4 33.3634883
36 30.5 32.9274168
36 30.6 32.6235075
36 30.7 32.4525996
36 30.8 32.4136077
36 30.9 32.5035535
36 31.0 32.7176257
36 31.1 33.0492658
36 31.2 33.4902782
36 31.3 34.0309633
36 31.4 34.6602705
36 31.5 35.3659707
36 31.6 36.1348432
36 31.7 36.9528758
36 31.8 37.8054742
36 31.9 38.6776793
36 32.0 39.5543860
36 32.1 40.4205637
36 32.2 41.2614733
36 32.3 42.0628782
36 32.4 42.8112461
36 32.5 43.4939394
36 32.6 44.0993904
36 32.7 44.6172601
36 32.8 45.0385776
36 32.9 45.3558590
36 33.0 45.5632031
36 33.1 45.6563642
36 33.2 45.6328001
36 33.3 45.4916948
36 33.4 45.2339569
36 33.5 44.8621919
36 33.6 44.3806516
36 33.7 43.7951589
36 33.8 43.1130116
36 33.9 42.3428650
36 34.0 41.4945960
36 34.1 40.5791506
36 34.2 39.6083779
36 34.3 38.5948510
36 34.4 37.5516805
36 34.5 36.4923203
36 34.6 35.4303711
36 34.7 34.3793825
36 34.8 33.3526578
36 34.9 32.3630641
36 35.0 31.4228496
36 35.1 30.5434716
36 35.2 29.7354371
36 35.3 29.0081587
36 35.4 28.3698266
36 35.5 27.8273001
36 35.6 27.3860182
36 35.7 27.0499323
36 35.8 26.8214599
36 35.9 26.7014611
36 36.0 26.6892380
36 36.1 26.7825562
36 36.2 26.9776881
36 36.3 27.2694772
36 36.4 27.6514235
36 36.5 28.1157861
36 36.6 28.6537038
36 36.7 29.2553305
36 36.8 29.9099840
36 36.9 30.6063051
36 37.0 31.3324259
36 37.1 32.0761437
36 37.2 32.8250982
36 37.3 33.5669501
36 37.4 34.2895574
36 37.5 34.9811481
36 37.6 35.6304859
36 37.7 36.2270269
36 37.8 36.7610652
36 37.9 37.2238654
36 38.0 37.6077801
36 38.1 37.9063505
36 38.2 38.1143899
36 38.3 38.2280475
36 38.4 38.2448531
36 38.5 38.1637410
36 38.6 37.9850542
36 38.7 37.7105278
36 38.8 37.3432531
36 38.9 36.8876218
36 39.0 36.3492522
36 39.1 35.7348992
36 39.2 35.0523471
36 39.3 34.3102898
36 39.4 33.5181986
36 39.5 32.6861791
36 39.6 31.8248212
36 39.7 30.9450430
36 39.8 30.0579305
36 39.9 29.1745777
36 40.0 28.3059261
36 40.1 27.4626093
36 40.2 26.6548023
36 40.3 25.8920789
36 40.4 25.1832793
36 40.5 24.5363888
36 40.6 23.9584299
36 40.7 23.4553698
36 40.8 23.0320432
36 40.9 22.6920921
36 41.0 22.4379239
36 41.1 22.2706874
36 41.2 22.1902665
36 41.3 22.1952936
36 41.4 22.2831798
36 41.5 22.4501631
36 41.6 22.6913733
36 41.7 23.0009118
36 41.8 23.3719464
36 41.9 23.7968183
36 42.0 24.2671608
36 42.1 24.7740265
36 42.2 25.3080229
36 42.3 25.8594524
36 42.4 26.4184565
36 42.5 26.9751605
36 42.6 27.5198179
36 42.7 28.0429509
36 42.8 28.5354874
36 42.9 28.9888892
36 43.0 29.3952730
36 43.1 29.7475201
36 43.2 30.0393744
36 43.3 30.2655269
36 43.4 30.4216859
36 43.5 30.5046322
36 43.6 30.5122574
36 43.7 30.4435865
36 43.8 30.2987837
36 43.9 30.0791411
36 44.0 29.7870513
36 44.1 29.4259645
36 44.2 29.0003297
36 44.3 28.5155226
36 44.4 27.9777600
36 44.5 27.3940022
36 44.6 26.7718462
36 44.7 26.1194096
36 44.8 25.4452078
36 44.9 24.7580264
36 45.0 24.0667906
36 45.1 23.3804334
36 45.2 22.7077642
36 45.3 22.0573407
36 45.4 21.4373451
36 45.5 20.8554666
36 45.6 20.3187914
36 45.7 19.8337036
36 45.8 19.4057952
36 45.9 19.0397899
36 46.0 18.7394791
36 46.1 18.5076722
36 46.2 18.3461617
36 46.3 18.2557033
36 46.4 18.2360113
36 46.5 18.2857690
36 46.6 18.4026550
36 46.7 18.5833826
36 46.8 18.8237544
36 46.9 19.1187290
36 47.0 19.4625004
36 47.1 19.8485872
36 47.2 20.2699318
36 47.3 20.7190075
36 47.4 21.1879311
36 47.5 21.6685807
36 47.6 22.1527164
36 47.7 22.6321011
36 47.8 23.0986219
36 47.9 23.5444074
36 48.0 23.9619426
36 48.1 24.3441761
36 48.2 24.6846214
36 48.3 24.9774485
36 48.4 25.2175655
36 48.5 25.4006894
36 48.6 25.5234043
36 48.7 25.5832064
36 48.8 25.5785359
36 48.9 25.5087950
36 49.0 25.3743509
36 49.1 25.1765258
36 49.2 24.9175719
36 49.3 24.6006341
36 49.4 24.2296988
36 49.5 23.8095316
36 49.6 23.3456028
36 49.7 22.8440045
36 49.8 22.3113576
36 49.9 21.7547129
36 50.0 21.1814449
36 50.1 20.5991432
36 50.2 20.0154997
36 50.3 19.4381960
36 50.4 18.8747912
36 50.5 18.3326115
36 50.6 17.8186449
36 50.7 17.3394405
36 50.8 16.9010146
36 50.9 16.5087662
36 51.0 16.1674001
36 51.1 15.8808628
36 51.2 15.6522872
36 51.3 15.4839521
36 51.4 15.3772519
36 51.5 15.3326813
36 51.6 15.3498321
36 51.7 15.4274034
36 51.8 15.5632249
36 51.9 15.7542930
36 52.0 15.9968180
36 52.1 16.2862836
36 52.2 16.6175162
36 52.3 16.9847631
36 52.4 17.3817795
36 52.5 17.8019215
36 52.6 18.2382453
36 52.7 18.6836096
36 52.8 19.1307803
36 52.9 19.5725371
36 53.0 20.0017779
36 53.1 20.4116223
36 53.2 20.7955104
36 53.3 21.1472974
36 53.4 21.4613404
36 53.5 21.7325791
36 53.6 21.9566060
36 53.7 22.1297283
36 53.8 22.2490176
36 53.9 22.3123496
36 54.0 22.3184308
36 54.1 22.2668138
36 54.2 22.1578995
36 54.3 21.9929277
36 54.4 21.7739547
36 54.5 21.5038198
36 54.6 21.1861001
36 54.7 20.8250551
36 54.8 20.4255614
36 54.9 19.9930386
36 55.0 19.5333682
36 55.1 19.0528055
36 55.2 18.5578866
36 55.3 18.0553323
36 55.4 17.5519488
36 55.5 17.0545285
36 55.6 16.5697511
36 55.7 16.1040866
36 55.8 15.6637021
36 55.9 15.2543732
36 56.0 14.8814018
36 56.1 14.5495411
36 56.2 14.2629284
36 56.3 14.0250282
36 56.4 13.8385842
36 56.5 13.7055831
36 56.6 13.6272288
36 56.7 13.6039283
36 56.8 13.6352897
36 56.9 13.7201314
36 57.0 13.8565025
36 57.1 14.0417153
36 57.2 14.2723874
36 57.3 14.5444942
36 57.4 14.8534303
36 57.5 15.1940796
36 57.6 15.5608915
36 57.7 15.9479644
36 57.8 16.3491328
36 57.9 16.7580587
36 58.0 17.1683243
36 58.1 17.5735262
36 58.2 17.9673688
36 58.3 18.3437551
36 58.4 18.6968753
36 58.5 19.0212896
36 58.6 19.3120065
36 58.7 19.5645529
36 58.8 19.7750378
36 58.9 19.9402059
36 59.0 20.0574825
36 59.1 20.1250081
36 59.2 20.1416625
36 59.3 20.1070777
36 59.4 20.0216401
36 59.5 19.8864818
36 59.6 19.7034607
36 59.7 19.4751307
36 59.8 19.2047007
36 59.9 18.8959860
36 60.0 18.5533494
36 60.1 18.1816359
36 60.2 17.7860996
36 60.3 17.3723254
36 60.4 16.9461468
36 60.5 16.5135593
36 60.6 16.0806326
36 60.7 15.6534221
36 60.8 15.2378802
36 60.9 14.8397710
36 61.0 14.4645863
36 61.1 14.1174673
36 61.2 13.8031313
36 61.3 13.5258044
36 61.4 13.2891628
36 61.5 13.0962812
36 61.6 12.9495908
36 61.7 12.8508470
36 61.8 12.8011063
36 61.9 12.8007146
36 62.0 12.8493049
36 62.1 12.9458061
36 62.2 13.0884616
36 62.3 13.2748581
36 62.4 13.5019634
36 62.5 13.7661741
36 62.6 14.0633696
36 62.7 14.3889756
36 62.8 14.7380321
36 62.9 15.1052675
36 63.0 15.4851773
36 63.1 15.8721049
36 63.2 16.2603248
36 63.3 16.6441269
36 63.4 17.0178989
36 63.5 17.3762082
36 63.6 17.7138799
36 63.7 18.0260711
36 63.8 18.3083404
36 63.9 18.5567097
36 64.0 18.7677209
36 64.1 18.9384834
36 64.2 19.0667133
36 64.3 19.1507641
36 64.4 19.1896468
36 64.5 19.1830419
36 64.6 19.1312995
36 64.7 19.0354317
36 64.8 18.8970935
36 64.9 18.7185553
36 65.0 18.5026666
36 65.1 18.2528106
36 65.2 17.9728520
36 65.3 17.6670772
36 65.4 17.3401291
36 65.5 16.9969368
36 65.6 16.6426411
36 65.7 16.2825176
36 65.8 15.9218980
36 65.9 15.5660908
36 66.0 15.2203029
36 66.1 14.8895626
36 66.2 14.5786462
36 66.3 14.2920081
36 66.4 14.0337159
36 66.5 13.8073920
36 66.6 13.6161616
36 66.7 13.4626080
36 66.8 13.3487370
36 66.9 13.2759487
36 67.0 13.2450198
36 67.1 13.2560936
36 67.2 13.3086810
36 67.3 13.4016697
36 67.4 13.5333430
36 67.5 13.7014076
36 67.6 13.9030297
36 67.7 14.1348788
36 67.8 14.3931795
36 67.9 14.6737682
36 68.0 14.9721572
36 68.1 15.2836020
36 68.2 15.6031730
36 68.3 15.9258293
36 68.4 16.2464940
36 68.5 16.5601300
36 68.6 16.8618150
36 68.7 17.1468143
36 68.8 17.4106509
36 68.9 17.6491716
36 69.0 17.8586078
36 69.1 18.0356310
36 69.2 18.1774013
36 69.3 18.2816082
36 69.4 18.3465046
36 69.5 18.3709310
36 69.6 18.3543319
36 69.7 18.2967628
36 69.8 18.1988886
36 69.9 18.0619722
36 70.0 17.8878553
36 70.1 17.6789295
36 70.2 17.4381007
36 70.3 17.1687447
36 70.4 16.8746570
36 70.5 16.5599953
36 70.6 16.2292184
36 70.7 15.8870191
36 70.8 15.5382550
36 70.9 15.1878763
36 71.0 14.8408526
36 71.1 14.5020997
36 71.2 14.1764072
36 71.3 13.8683680
36 71.4 13.5823108
36 71.5 13.3222370
36 71.6 13.0917620
36 71.7 12.8940629
36 71.8 12.7318319
36 71.9 12.6072382
36 72.0 12.5218959
36 72.1 12.4768422
36 72.2 12.4725222
36 72.3 12.5087839
36 72.4 12.5848812
36 72.5 12.6994857
36 72.6 12.8507075
36 72.7 13.0361238
36 72.8 13.2528154
36 72.9 13.4974105
36 73.0 13.7661350
36 73.1 14.0548689
36 73.2 14.3592073
36 73.3 14.6745256
36 73.4 14.9960484
36 73.5 15.3189193
36 73.6 15.6382729
36 73.7 15.9493065
36 73.8 16.2473505
36 73.9 16.5279368
36 74.0 16.7868644
36 74.1 17.0202610
36 74.2 17.2246388
36 74.3 17.3969459
36 74.4 17.5346102
36 74.5 17.6355766
36 74.6 17.6983364
36 74.7 17.7219487
36 74.8 17.7060533
36 74.9 17.6508753
36 75.0 17.5572206
36 75.1 17.4264635
36 75.2 17.2605253
36 75.3 17.0618455
36 75.4 16.8333448
36 75.5 16.5783817
36 75.6 16.3007020
36 75.7 16.0043836
36 75.8 15.6937753
36 75.9 15.3734329
36 76.0 15.0480517
36 76.1 14.7223964
36 76.2 14.4012320
36 76.3 14.0892522
36 76.4 13.7910114
36 76.5 13.5108569
36 76.6 13.2528653
36 76.7 13.0207827
36 76.8 12.8179698
36 76.9 12.6473523
36 77.0 12.5113789
36 77.1 12.4119846
36 77.2 12.3505634
36 77.3 12.3279479
36 77.4 12.3443972
36 77.5 12.3995936
36 77.6 12.4926478
36 77.7 12.6221121
36 77.8 12.7860020
36 77.9 12.9818258
36 78.0 13.2066217
36 78.1 13.4570011
36 78.2 13.7291989
36 78.3 14.0191291
36 78.4 14.3224446
36 78.5 14.6346018
36 78.6 14.9509266
36 78.7 15.2666837
36 78.8 15.5771457
36 78.9 15.8776629
36 79.0 16.1637309
36 79.1 16.4310571
36 79.2 16.6756232
36 79.3 16.8937443
36 79.4 17.0821223
36 79.5 17.2378944
36 79.6 17.3586748
36 79.7 17.4425894
36 79.8 17.4883027
36 79.9 17.4950377
36 80.0 17.4625863
36 80.1 17.3913126
36 80.2 17.2821468
36 80.3 17.1365716
36 80.4 16.9566001
36 80.5 16.7447460
36 80.6 16.5039862
36 80.7 16.2377175
36 80.8 15.9497061
36 80.9 15.6440323
36 81.0 15.3250307
36 81.1 14.9972264
36 81.2 14.6652687
36 81.3 14.3338624
36 81.4 14.0076996
36 81.5 13.6913900
36 81.6 13.3893940
36 81.7 13.1059569
36 81.8 12.8450471
36 81.9 12.6102974
36 82.0 12.4049524
36 82.1 12.2318207
36 82.2 12.0932339
36 82.3 11.9910123
36 82.4 11.9264384
36 82.5 11.9002382
36 82.6 11.9125705
36 82.7 11.9630248
36 82.8 12.0506268
36 82.9 12.1738534
36 83.0 12.3306544
36 83.1 12.5184827
36 83.2 12.7343318
36 83.3 12.9747793
36 83.4 13.2360373
36 83.5 13.5140078
36 83.6 13.8043424
36 83.7 14.1025062
36 83.8 14.4038438
36 83.9 14.7036475
36 84.0 14.9972264
36 84.1 15.2799746
36 84.2 15.5474387
36 84.3 15.7953833
36 84.4 16.0198524
36 84.5 16.2172279
36 84.6 16.3842823
36 84.7 16.5182259
36 84.8 16.6167481
36 84.9 16.6780511
36 85.0 16.7008765
36 85.1 16.6845242
36 85.2 16.6288625
36 85.3 16.5343305
36 85.4 16.4019323
36 85.5 16.2332228
36 85.6 16.0302849
36 85.7 15.7957000
36 85.8 15.5325109
36 85.9 15.2441775
36 86.0 14.9345272
36 86.1 14.6076994
36 86.2 14.2680858
36 86.3 13.9202666
36 86.4 13.5689447
36 86.5 13.2188775
36 86.6 12.8748079
36 86.7 12.5413960
36 86.8 12.2231515
36 86.9 11.9243686
36 87.0 11.6490637
36 87.1 11.4009180
36 87.2 11.1832233
36 87.3 10.9988356
